Label	FreeRTOS_wo_Load	FreeRTOS_w_Load
1368	0	0
1369	0	1,162790698
1370	1	17,44186047
1371	13	56,97674419
1372	59	22,09302326
1373	26	1,162790698
1374	1	0
1375	0	0
1376	0	0
1377	0	0
1378	0	0
1379	0	0
1380	0	0
1381	0	0
1382	0	0
1383	0	0
1384	0	0
1385	0	0
1386	0	0
1387	0	1,162790698
1388	0	0
