Label	FreeRTOS_wo_Load	FreeRTOS_w_Load	uCOS_wo_Load	uCOS_w_Load
3,38	0	0	0	0
3,4	70,10309278	0	0	0
3,42	26,80412371	0	0	0
3,44	3,092783505	0	0	0
3,46	0	0	0	0
3,48	0	11,25	0	0
3,5	0	75	0	0
3,52	0	13,75	31,91489362	53,24675325
3,54	0	0	55,31914894	41,55844156
3,56	0	0	12,76595745	5,194805195
3,58	0	0	0	0
