Label	FreeRTOS_wo_Load	FreeRTOS_w_Load
4,58	0	0
4,6	0	15,20467836
4,62	0	35,0877193
4,64	8,333333333	0,584795322
4,66	51,78571429	42,69005848
4,68	39,28571429	5,847953216
4,7	0,595238095	0
4,72	0	0
4,74	0	0
4,76	0	0
