Label	FreeRTOS_wo_Load	FreeRTOS_w_Load	uCOS_wo_Load	uCOS_w_Load
1,74	0	0	0	0
1,76	0	0	19,19191919	57,14285714
1,78	0	0	80,80808081	42,85714286
1,8	0	0	0	0
1,82	0	0	0	0
1,84	0	8,235294118	0	0
1,86	15,30612245	90,58823529	0	0
1,88	84,69387755	1,176470588	0	0
1,9	0	0	0	0
