Label	uCOS_wo_Load	uCOS_w_Load
14,62	0	0
14,64	0	0
14,66	0	0,54200542
14,68	0	5,691056911
14,7	0	3,387533875
14,72	0,997782705	6,233062331
14,74	7,317073171	36,17886179
14,76	2,66075388	30,35230352
14,78	6,651884701	10,29810298
14,8	44,45676275	1,490514905
14,82	27,71618625	0,135501355
14,84	8,980044346	0,27100271
14,86	0,997782705	0,54200542
14,88	0	2,032520325
14,9	0	2,303523035
14,92	0	0,27100271
14,94	0	0,135501355
14,96	0	0
