Sample   	CK0   	A3     	A2     	A2(7)	A2(6)	A2(5)	A2(4)	A2(3)	A2(2)	A2(1)	A2(0)	              Timestamp
    11301	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11302	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11303	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11304	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11305	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11306	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11307	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11308	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11309	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11310	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11311	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11312	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11313	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11314	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11315	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11316	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11317	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11318	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11319	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11320	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11321	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11322	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11323	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11324	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11325	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11326	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11327	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11328	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11329	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11330	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11331	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11332	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11333	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11334	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11335	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11336	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11337	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11338	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11339	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11340	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11341	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11342	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11343	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11344	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11345	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11346	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11347	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11348	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11349	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11350	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11351	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11352	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11353	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11354	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11355	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11356	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11357	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11358	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11359	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11360	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11361	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11362	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11363	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11364	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11365	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11366	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11367	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11368	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11369	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11370	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11371	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11372	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11373	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11374	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11375	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11376	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11377	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11378	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11379	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11380	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11381	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11382	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11383	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11384	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11385	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11386	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11387	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11388	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11389	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11390	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11391	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11392	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11393	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11394	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11395	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11396	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11397	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11398	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11399	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11400	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11401	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11402	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11403	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11404	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11405	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11406	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11407	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11408	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11409	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11410	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11411	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11412	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11413	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11414	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11415	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11416	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11417	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11418	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11419	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11420	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11421	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11422	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11423	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11424	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11425	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11426	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11427	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11428	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11429	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11430	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11431	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11432	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11433	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11434	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11435	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11436	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11437	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11438	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11439	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11440	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11441	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11442	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11443	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11444	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11445	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11446	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11447	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11448	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11449	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11450	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11451	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11452	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11453	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11454	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11455	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11456	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11457	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11458	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11459	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11460	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11461	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11462	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11463	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11464	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11465	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11466	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11467	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11468	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11469	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11470	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11471	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11472	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11473	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11474	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11475	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11476	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11477	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11478	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11479	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11480	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11481	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11482	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11483	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11484	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11485	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11486	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11487	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11488	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11489	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11490	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11491	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11492	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11493	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11494	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11495	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11496	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11497	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11498	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11499	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11500	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11501	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11502	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11503	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11504	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11505	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11506	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11507	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11508	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11509	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11510	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11511	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11512	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11513	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11514	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11515	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11516	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11517	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11518	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11519	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11520	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11521	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11522	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11523	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11524	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11525	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11526	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11527	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11528	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11529	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11530	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11531	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11532	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11533	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11534	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11535	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11536	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11537	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11538	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11539	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11540	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11541	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11542	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11543	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11544	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11545	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11546	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11547	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11548	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11549	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11550	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11551	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11552	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11553	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11554	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11555	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11556	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11557	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11558	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11559	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11560	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11561	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11562	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11563	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11564	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11565	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11566	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11567	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11568	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11569	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11570	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11571	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11572	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11573	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11574	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11575	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11576	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11577	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11578	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11579	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11580	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11581	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11582	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11583	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11584	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11585	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11586	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11587	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11588	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11589	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11590	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11591	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11592	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11593	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11594	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11595	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11596	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11597	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11598	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11599	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11600	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11601	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
    11602	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
