Sample   	CK0   	A3     	A2     	A2(7)	A2(6)	A2(5)	A2(4)	A2(3)	A2(2)	A2(1)	A2(0)	              Timestamp
     7457	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7458	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7459	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7460	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7461	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7462	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7463	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7464	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7465	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7466	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7467	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7468	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7469	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7470	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7471	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7472	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7473	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7474	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7475	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7476	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7477	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7478	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7479	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7480	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7481	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7482	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7483	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7484	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7485	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7486	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7487	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7488	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7489	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7490	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7491	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7492	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7493	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7494	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7495	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7496	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7497	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7498	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7499	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7500	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7501	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7502	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7503	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7504	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7505	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7506	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7507	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7508	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7509	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7510	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7511	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7512	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7513	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7514	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7515	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7516	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7517	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7518	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7519	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7520	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7521	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7522	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7523	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7524	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7525	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7526	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7527	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7528	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7529	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7530	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7531	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7532	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7533	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7534	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7535	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7536	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7537	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7538	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7539	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7540	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7541	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7542	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7543	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7544	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7545	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7546	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7547	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7548	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7549	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7550	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7551	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7552	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7553	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7554	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7555	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7556	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7557	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7558	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7559	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7560	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7561	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7562	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7563	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7564	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7565	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7566	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7567	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7568	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7569	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7570	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7571	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7572	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7573	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7574	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7575	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7576	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7577	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7578	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7579	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7580	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7581	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7582	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7583	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7584	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7585	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7586	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7587	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7588	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7589	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7590	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7591	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7592	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7593	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7594	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7595	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7596	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7597	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7598	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7599	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7600	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7601	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7602	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7603	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7604	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7605	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7606	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7607	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7608	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7609	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7610	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7611	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7612	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7613	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7614	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7615	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7616	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7617	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7618	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7619	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7620	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7621	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7622	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7623	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7624	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7625	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7626	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7627	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7628	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7629	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7630	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7631	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7632	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7633	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7634	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7635	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7636	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7637	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7638	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7639	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7640	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7641	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7642	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7643	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7644	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7645	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7646	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7647	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7648	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7649	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7650	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7651	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7652	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7653	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7654	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7655	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7656	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7657	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7658	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7659	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7660	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7661	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7662	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7663	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7664	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7665	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7666	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7667	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7668	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7669	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7670	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7671	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7672	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7673	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7674	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7675	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7676	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7677	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7678	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7679	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7680	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7681	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7682	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7683	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7684	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7685	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7686	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7687	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7688	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7689	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7690	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7691	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7692	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7693	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7694	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7695	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7696	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7697	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7698	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7699	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7700	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7701	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7702	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7703	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7704	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7705	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7706	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7707	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7708	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7709	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7710	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7711	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7712	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7713	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7714	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7715	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7716	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7717	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7718	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7719	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7720	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7721	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7722	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7723	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7724	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7725	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7726	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7727	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7728	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7729	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7730	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7731	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7732	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7733	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7734	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7735	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7736	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7737	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7738	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7739	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7740	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7741	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7742	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7743	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7744	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7745	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7746	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7747	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7748	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7749	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7750	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7751	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7752	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7753	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7754	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7755	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7756	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7757	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
     7758	0     	00     	C0     	1    	1    	0    	0    	0    	0    	0    	0    	             100.000 ns
